timestamp,object_id,x,y
2018-06-21T17:00:07Z,2359775,-200.462,464.384
2018-06-21T17:00:07Z,2359777,-1923.94,285.489
2018-06-21T17:00:07Z,2359778,-3424.6,275.39
2018-06-21T17:00:07Z,2359779,-1059.82,362.49
2018-06-21T17:00:08Z,2358964,-2386.99,257.759
2018-06-21T17:00:08Z,2359044,-1661.86,134.587
2018-06-21T17:00:08Z,2359589,-1195.8,317.852
2018-06-21T17:00:08Z,2359612,-2086.89,334.333
2018-06-21T17:00:08Z,2359622,-775.808,421.387
2018-06-21T17:00:08Z,2359632,-2888.37,365.248
2018-06-21T17:00:08Z,2359635,-2786.75,104.259
2018-06-21T17:00:08Z,2359637,-2580.42,322.186
2018-06-21T17:00:08Z,2359651,-1637.61,327.111
2018-06-21T17:00:08Z,2359658,-973.729,86.1844
2018-06-21T17:00:08Z,2359678,-830.773,337.401
2018-06-21T17:00:08Z,2359679,-914.269,317.741
2018-06-21T17:00:08Z,2359695,-1695.85,236.995
2018-06-21T17:00:08Z,2359718,-475.803,294.775
2018-06-21T17:00:08Z,2359719,-4299.88,197.011
2018-06-21T17:00:08Z,2359723,-4315.54,302.631
2018-06-21T17:00:08Z,2359724,-690.461,-17.4923
2018-06-21T17:00:08Z,2359727,-1799.52,340.924
2018-06-21T17:00:08Z,2359729,88.2459,306.448
2018-06-21T17:00:08Z,2359731,-1695.92,380.227
2018-06-21T17:00:08Z,2359733,-1910.22,123.669
2018-06-21T17:00:08Z,2359735,-4157.57,369.29
2018-06-21T17:00:08Z,2359736,131.826,171.961
2018-06-21T17:00:08Z,2359737,198.009,147.606
2018-06-21T17:00:08Z,2359750,-1194.28,397.341
2018-06-21T17:00:08Z,2359755,-2088.3,15.3732
2018-06-21T17:00:08Z,2359759,-782.786,127.955
2018-06-21T17:00:08Z,2359763,-1938.14,42.9233
2018-06-21T17:00:08Z,2359765,-2703.79,426.902
2018-06-21T17:00:08Z,2359769,-3087.14,0.4459
2018-06-21T17:00:08Z,2359775,-94.7426,450.77
2018-06-21T17:00:08Z,2359777,-1941.2,283.39
2018-06-21T17:00:08Z,2359778,-3457.05,312.927
2018-06-21T17:00:08Z,2359779,-1072.88,363.094
2018-06-21T17:00:08Z,2359780,308.885,1.6697
2018-06-21T17:00:09Z,2358964,-2376.81,279.02
2018-06-21T17:00:09Z,2359044,-1661.06,133.61
2018-06-21T17:00:09Z,2359589,-1136.61,316.34
2018-06-21T17:00:09Z,2359612,-2092.24,336.199
2018-06-21T17:00:09Z,2359622,-850.295,430.331
2018-06-21T17:00:09Z,2359632,-2888.45,363.571
2018-06-21T17:00:09Z,2359635,-2785.35,102.244
2018-06-21T17:00:09Z,2359637,-2581.63,322.389
2018-06-21T17:00:09Z,2359651,-1641.16,327.375
2018-06-21T17:00:09Z,2359658,-973.884,87.5627
2018-06-21T17:00:09Z,2359678,-828.311,339.739
2018-06-21T17:00:09Z,2359679,-913.442,331.19
2018-06-21T17:00:09Z,2359695,-1695.35,237.071
2018-06-21T17:00:09Z,2359718,-482.138,267.035
2018-06-21T17:00:09Z,2359719,-4281.55,207.306
2018-06-21T17:00:09Z,2359723,-4318.25,302.941
2018-06-21T17:00:09Z,2359724,-769.196,-25.3232
2018-06-21T17:00:09Z,2359727,-1799.43,337.997
2018-06-21T17:00:09Z,2359729,96.8692,306.496
2018-06-21T17:00:09Z,2359731,-1691.23,374.304
2018-06-21T17:00:09Z,2359733,-1918.2,139.235
2018-06-21T17:00:09Z,2359735,-4158.61,369.457
2018-06-21T17:00:09Z,2359736,133.891,163.982
2018-06-21T17:00:09Z,2359737,198.655,149.672
2018-06-21T17:00:09Z,2359750,-1201.72,405.184
2018-06-21T17:00:09Z,2359755,-2012.69,21.7039
2018-06-21T17:00:09Z,2359759,-782.774,127.871
2018-06-21T17:00:09Z,2359763,-1787.36,38.281
2018-06-21T17:00:09Z,2359765,-2608.34,409.723
2018-06-21T17:00:09Z,2359769,-2969.58,2.7488
2018-06-21T17:00:09Z,2359775,21.9657,448.013
2018-06-21T17:00:09Z,2359777,-1948.66,282.367
2018-06-21T17:00:09Z,2359778,-3412.62,371.761
2018-06-21T17:00:09Z,2359779,-1063,352.062
2018-06-21T17:00:09Z,2359780,180.012,0.3172
2018-06-21T17:00:10Z,2358964,-2383.2,287.81
2018-06-21T17:00:10Z,2359044,-1660.71,135.407
2018-06-21T17:00:10Z,2359589,-998.938,310.937
2018-06-21T17:00:10Z,2359612,-2088.47,333.862
2018-06-21T17:00:10Z,2359622,-927.302,439.222
2018-06-21T17:00:10Z,2359632,-2888.91,360.763
2018-06-21T17:00:10Z,2359635,-2786.6,102.9
2018-06-21T17:00:10Z,2359637,-2580.29,322.24
2018-06-21T17:00:10Z,2359651,-1638.48,322.536
2018-06-21T17:00:10Z,2359658,-974.431,85.9138
2018-06-21T17:00:10Z,2359678,-829.536,341.03
2018-06-21T17:00:10Z,2359679,-915.132,353.921
2018-06-21T17:00:10Z,2359695,-1694.34,235.691
2018-06-21T17:00:10Z,2359718,-492.432,218.874
2018-06-21T17:00:10Z,2359719,-4291.07,243.059
2018-06-21T17:00:10Z,2359723,-4314.77,303.1
2018-06-21T17:00:10Z,2359724,-853.735,-37.7883
2018-06-21T17:00:10Z,2359727,-1799.31,339.543
2018-06-21T17:00:10Z,2359729,97.993,306.424
2018-06-21T17:00:10Z,2359731,-1694.02,376.145
2018-06-21T17:00:10Z,2359733,-1915.44,136.588
2018-06-21T17:00:10Z,2359735,-4157.57,369.29
2018-06-21T17:00:10Z,2359736,129.83,171.47
2018-06-21T17:00:10Z,2359737,202.731,148.475
2018-06-21T17:00:10Z,2359750,-1215.07,414.757
2018-06-21T17:00:10Z,2359755,-1940.56,23.4185
2018-06-21T17:00:10Z,2359759,-782.619,128.526
2018-06-21T17:00:10Z,2359763,-1660.56,48.1991
2018-06-21T17:00:10Z,2359765,-2519.54,367.229
2018-06-21T17:00:10Z,2359769,-2824.93,5.019
2018-06-21T17:00:10Z,2359775,163.37,454.218
2018-06-21T17:00:10Z,2359777,-1953.6,280.297
2018-06-21T17:00:10Z,2359778,-3338.94,408.968
2018-06-21T17:00:10Z,2359779,-1060.74,335.586
2018-06-21T17:00:10Z,2359780,67.0716,8.7084
2018-06-21T17:00:10Z,2359783,-4327.74,-33.3682
2018-06-21T17:00:11Z,2358964,-2368.11,280.569
2018-06-21T17:00:11Z,2359044,-1661.64,134.165
2018-06-21T17:00:11Z,2359589,-1042.78,341.271
2018-06-21T17:00:11Z,2359612,-2089.48,336.197
2018-06-21T17:00:11Z,2359622,-1006.88,433.116
2018-06-21T17:00:11Z,2359632,-2888.91,360.763
2018-06-21T17:00:11Z,2359635,-2788.89,102.209
2018-06-21T17:00:11Z,2359637,-2579.63,322.662
2018-06-21T17:00:11Z,2359651,-1634.22,313.901
2018-06-21T17:00:11Z,2359658,-974.594,87.2811
2018-06-21T17:00:11Z,2359678,-826.311,339.027
2018-06-21T17:00:11Z,2359679,-907.41,365.347
2018-06-21T17:00:11Z,2359695,-1693.52,234.494
2018-06-21T17:00:11Z,2359718,-486.374,179.057
2018-06-21T17:00:11Z,2359719,-4268.2,267.179
2018-06-21T17:00:11Z,2359723,-4317.56,301.004
2018-06-21T17:00:11Z,2359724,-947.672,-47.1965
2018-06-21T17:00:11Z,2359727,-1799.43,337.997
2018-06-21T17:00:11Z,2359729,97.2763,305.87
2018-06-21T17:00:11Z,2359731,-1690.04,375.845
2018-06-21T17:00:11Z,2359733,-1919.59,136.79
2018-06-21T17:00:11Z,2359735,-4157.6,368.366
2018-06-21T17:00:11Z,2359736,131.181,175.898
2018-06-21T17:00:11Z,2359737,196.62,159.094
2018-06-21T17:00:11Z,2359750,-1227.18,405.843
2018-06-21T17:00:11Z,2359755,-1866.52,24.3037
2018-06-21T17:00:11Z,2359759,-782.737,128.589
2018-06-21T17:00:11Z,2359763,-1533.69,53.3411
2018-06-21T17:00:11Z,2359765,-2497.29,293.569
2018-06-21T17:00:11Z,2359769,-2703.88,17.735
2018-06-21T17:00:11Z,2359775,272.272,455.479
2018-06-21T17:00:11Z,2359777,-1960.61,277.127
2018-06-21T17:00:11Z,2359778,-3238.37,434.324
2018-06-21T17:00:11Z,2359779,-1063.38,336.498
2018-06-21T17:00:11Z,2359780,-45.4955,16.1076
2018-06-21T17:00:11Z,2359783,-4229.34,-31.0285
2018-06-21T17:00:11Z,2359788,-3464.71,228.209
2018-06-21T17:00:11Z,2359789,-4326.59,382.498
2018-06-21T17:00:11Z,2359790,-4363.68,-89.9238
2018-06-21T17:00:12Z,2358964,-2328.58,264.784
2018-06-21T17:00:12Z,2359044,-1661.79,133.617
2018-06-21T17:00:12Z,2359589,-1077.99,347.841
2018-06-21T17:00:12Z,2359612,-2091.18,337.019
2018-06-21T17:00:12Z,2359622,-1072.53,409.507
2018-06-21T17:00:12Z,2359632,-2889.37,360.442
2018-06-21T17:00:12Z,2359635,-2787.82,100.033
2018-06-21T17:00:12Z,2359637,-2581.25,323.344
2018-06-21T17:00:12Z,2359651,-1641.04,314.699
2018-06-21T17:00:12Z,2359658,-977.437,87.9702
2018-06-21T17:00:12Z,2359678,-828.024,338.69
2018-06-21T17:00:12Z,2359679,-896.763,365.233
2018-06-21T17:00:12Z,2359695,-1694.42,235.602
2018-06-21T17:00:12Z,2359718,-501.826,142.203
2018-06-21T17:00:12Z,2359719,-4258.33,252.948
2018-06-21T17:00:12Z,2359723,-4328.02,299.658
2018-06-21T17:00:12Z,2359724,-1021.17,-9.8969
2018-06-21T17:00:12Z,2359727,-1799.52,339.817
2018-06-21T17:00:12Z,2359729,97.2763,305.87
2018-06-21T17:00:12Z,2359731,-1690.45,376.128
2018-06-21T17:00:12Z,2359733,-1914.68,143.117
2018-06-21T17:00:12Z,2359735,-4157.61,368.231
2018-06-21T17:00:12Z,2359736,131.289,156.344
2018-06-21T17:00:12Z,2359737,194.936,153.324
2018-06-21T17:00:12Z,2359750,-1231.23,408.095
2018-06-21T17:00:12Z,2359755,-1795.83,14.6039
2018-06-21T17:00:12Z,2359759,-783.107,126.866
2018-06-21T17:00:12Z,2359763,-1380.31,51.0947
2018-06-21T17:00:12Z,2359765,-2498.28,225.919
2018-06-21T17:00:12Z,2359769,-2579.55,28.2069
2018-06-21T17:00:12Z,2359775,337.888,449.223
2018-06-21T17:00:12Z,2359777,-1969.52,232.626
2018-06-21T17:00:12Z,2359778,-3147.61,432.699
2018-06-21T17:00:12Z,2359779,-1058.41,333.526
2018-06-21T17:00:12Z,2359780,-172.404,33.3374
2018-06-21T17:00:12Z,2359783,-4121.94,-33.2563
2018-06-21T17:00:12Z,2359788,-3558.88,245.394
2018-06-21T17:00:12Z,2359789,-4257.88,425.759
2018-06-21T17:00:12Z,2359790,-4244.4,-97.2196
2018-06-21T17:00:13Z,2358964,-2306.97,245.552
2018-06-21T17:00:13Z,2359044,-1661,134.475
2018-06-21T17:00:13Z,2359589,-1075.99,348.407
2018-06-21T17:00:13Z,2359612,-2091.79,336.804
2018-06-21T17:00:13Z,2359622,-1125.39,392.858
2018-06-21T17:00:13Z,2359632,-2888.91,363.263
2018-06-21T17:00:13Z,2359635,-2785.42,101.735
2018-06-21T17:00:13Z,2359637,-2580.93,323.269
2018-06-21T17:00:13Z,2359651,-1648.49,324.807
2018-06-21T17:00:13Z,2359658,-975.342,85.9832
2018-06-21T17:00:13Z,2359678,-830.03,337.975
2018-06-21T17:00:13Z,2359679,-900.097,360.843
2018-06-21T17:00:13Z,2359695,-1695.51,235.728
2018-06-21T17:00:13Z,2359718,-493.91,116.253
2018-06-21T17:00:13Z,2359719,-4254.58,252.66
2018-06-21T17:00:13Z,2359723,-4319.5,301.777
2018-06-21T17:00:13Z,2359724,-1067.3,50.7915
2018-06-21T17:00:13Z,2359727,-1799.2,342.117
2018-06-21T17:00:13Z,2359729,96.106,307.67
2018-06-21T17:00:13Z,2359731,-1693.24,372.867
2018-06-21T17:00:13Z,2359733,-1915.52,140.093
2018-06-21T17:00:13Z,2359735,-4157.57,369.29
2018-06-21T17:00:13Z,2359736,129.567,182.839
2018-06-21T17:00:13Z,2359737,194.659,145.966
2018-06-21T17:00:13Z,2359750,-1246.31,417.14
2018-06-21T17:00:13Z,2359755,-1741.52,6.5265
2018-06-21T17:00:13Z,2359759,-782.817,127.567
2018-06-21T17:00:13Z,2359763,-1263.64,25.7855
2018-06-21T17:00:13Z,2359765,-2492.84,197.957
2018-06-21T17:00:13Z,2359769,-2455.56,25.9867
2018-06-21T17:00:13Z,2359777,-1989.77,205.562
2018-06-21T17:00:13Z,2359778,-3055.69,419.39
2018-06-21T17:00:13Z,2359779,-1055.61,336.026
2018-06-21T17:00:13Z,2359780,-261.729,45.0333
2018-06-21T17:00:13Z,2359783,-4025.74,-28.6617
2018-06-21T17:00:13Z,2359788,-3632.6,298.968
2018-06-21T17:00:13Z,2359789,-4148.93,453.231
